title,first_name,last_name,emp_no,from_date,salary,birth_date
Senior Engineer,Sakthirel,Rosaz,407153,1986-11-13,40000,1955-01-07
Senior Staff,Lech,Sridhar,407162,1988-08-28,75648,1952-10-13
Engineer,Suebskul,Ranka,407163,1986-02-12,40000,1955-07-08
Senior Engineer,Suebskul,Ranka,407163,1986-02-12,40000,1955-07-08
Engineer,Kristof,Klyachko,407164,1987-11-01,40000,1953-06-11
Engineer,Xinyu,Christianini,407185,1987-01-06,40000,1955-11-29
Senior Engineer,Xinyu,Christianini,407185,1987-01-06,40000,1955-11-29
Senior Staff,Itzchak,Bolotov,407191,1985-02-27,59098,1953-08-30
Staff,Itzchak,Bolotov,407191,1985-02-27,59098,1953-08-30
Senior Engineer,Mizuhito,Figueira,407192,1992-08-28,40000,1953-12-30
Engineer,Juichirou,Speek,407198,1988-11-02,40000,1953-12-23
Senior Engineer,Juichirou,Speek,407198,1988-11-02,40000,1953-12-23
Engineer,Wonhee,Lipner,407199,1996-10-15,56325,1955-09-14
Senior Staff,Nevin,Ligten,407200,1987-01-25,40000,1953-06-20
Staff,Nevin,Ligten,407200,1987-01-25,40000,1953-06-20
Engineer,Ramachenga,Eldridge,407219,1993-05-01,61854,1952-06-14
Senior Engineer,Ramachenga,Eldridge,407219,1993-05-01,61854,1952-06-14
Engineer,Narain,Ballarin,407229,1987-07-28,40000,1952-06-27
Senior Engineer,Narain,Ballarin,407229,1987-07-28,40000,1952-06-27
Senior Staff,Chenye,Basagni,407233,1990-03-23,40000,1955-01-18
Staff,Chenye,Basagni,407233,1990-03-23,40000,1955-01-18
Staff,Khue,Bach,407240,1986-07-24,78775,1953-11-21
Senior Engineer,Jasminko,Chimia,407252,1986-06-17,63181,1953-03-23
Senior Staff,Kristina,DuBourdieux,407253,1988-05-20,53336,1954-10-30
Staff,Kristina,DuBourdieux,407253,1988-05-20,53336,1954-10-30
Engineer,Jasminko,Shackel,407258,1988-05-31,53539,1953-01-22
Senior Engineer,Jasminko,Shackel,407258,1988-05-31,53539,1953-01-22
Senior Staff,Kiam,Baak,407260,1994-12-22,58003,1953-03-21
Staff,Kiam,Baak,407260,1994-12-22,58003,1953-03-21
Engineer,Siddarth,Socorro,407271,1988-02-18,77280,1953-05-23
Senior Engineer,Siddarth,Socorro,407271,1988-02-18,77280,1953-05-23
Senior Staff,Ottavia,Imataki,407273,1988-01-17,43239,1953-02-01
Staff,Ottavia,Imataki,407273,1988-01-17,43239,1953-02-01
Senior Staff,Alejandra,Merel,407274,1987-06-07,55963,1953-01-15
Senior Staff,Tran,Ibel,407279,1990-06-05,66513,1955-03-01
Staff,Tran,Ibel,407279,1990-06-05,66513,1955-03-01
Staff,Arlette,Karner,407300,1988-06-06,40000,1953-03-24
Senior Staff,Jeong,Valette,407304,1986-12-08,53621,1952-08-11
Staff,Jeong,Valette,407304,1986-12-08,53621,1952-08-11
Senior Staff,Jiafu,Spataro,407326,1986-08-11,40000,1952-06-23
Staff,Jiafu,Spataro,407326,1986-08-11,40000,1952-06-23
Engineer,Zdislav,Kaelbling,407327,1997-06-27,83366,1952-09-27
Engineer,Niteen,Krychniak,407335,1998-07-05,58730,1955-03-24
Senior Staff,Erzsebet,Zaiane,407338,1986-03-30,50767,1953-10-09
Staff,Erzsebet,Zaiane,407338,1986-03-30,50767,1953-10-09
Engineer,Suvo,Baezner,407359,1987-02-14,40000,1952-05-25
Senior Engineer,Suvo,Baezner,407359,1987-02-14,40000,1952-05-25
Senior Staff,Morris,Garnick,407368,1995-12-30,85334,1953-07-01
Staff,Morris,Garnick,407368,1995-12-30,85334,1953-07-01
Engineer,Ziva,Hellwagner,407374,1990-04-19,57882,1955-03-16
Engineer,Gift,Landherr,407375,1998-12-06,41735,1953-04-26
Senior Staff,Goncalo,Boudaillier,407376,1987-01-03,61808,1954-07-26
Staff,Goncalo,Boudaillier,407376,1987-01-03,61808,1954-07-26
Staff,Moon,Sadowsky,407382,1997-12-12,44042,1953-09-11
Senior Staff,Bernardo,Dredge,407384,1985-10-01,40000,1952-04-01
Staff,Bernardo,Dredge,407384,1985-10-01,40000,1952-04-01
Engineer,Fumitaka,Silva,407385,1986-07-26,66440,1952-04-09
Engineer,Garnet,Fordan,407389,1986-03-20,40000,1953-10-25
Senior Engineer,Garnet,Fordan,407389,1986-03-20,40000,1953-10-25
Senior Staff,Jacqueline,Greibach,407390,1985-02-12,40000,1955-07-28
Staff,Jacqueline,Greibach,407390,1985-02-12,40000,1955-07-28
Senior Staff,Uwe,Azuma,407398,1985-08-24,53557,1952-05-11
Staff,Uwe,Azuma,407398,1985-08-24,53557,1952-05-11
Engineer,Shaowei,Baby,407411,1988-12-03,67693,1954-09-15
Senior Engineer,Shaowei,Baby,407411,1988-12-03,67693,1954-09-15
Engineer,Filipe,Driscoll,407413,1988-08-08,46927,1955-10-03
Senior Engineer,Filipe,Driscoll,407413,1988-08-08,46927,1955-10-03
Senior Staff,Xiahua,Pietracaprina,407419,1993-05-31,70073,1953-08-06
Engineer,Shigehito,Penn,407421,1987-02-11,40000,1954-10-01
Senior Engineer,Shigehito,Penn,407421,1987-02-11,40000,1954-10-01
Technique Leader,Sastry,Hoppenstand,407424,1989-06-29,50647,1952-05-25
Engineer,Harngdar,Setiz,407425,1996-10-25,47946,1955-04-27
Engineer,Fumiya,Ellozy,407435,1987-05-20,40000,1954-04-19
Senior Engineer,Fumiya,Ellozy,407435,1987-05-20,40000,1954-04-19
Senior Staff,Mabo,Farrag,407437,1988-11-17,40000,1952-12-03
Engineer,Sadok,Kusalik,407438,1999-04-14,56191,1953-07-26
Assistant Engineer,Sorina,Ponthieu,407451,1988-10-25,40000,1955-09-22
Engineer,Sorina,Ponthieu,407451,1988-10-25,40000,1955-09-22
Engineer,Masato,Braccini,407454,1986-12-17,53184,1954-11-29
Senior Engineer,Masato,Braccini,407454,1986-12-17,53184,1954-11-29
Staff,Guiseppe,Morris,407460,1998-08-05,89324,1954-11-23
Senior Staff,Kiyotoshi,Huxford,407467,1986-09-07,69924,1952-03-19
Staff,Kiyotoshi,Huxford,407467,1986-09-07,69924,1952-03-19
Engineer,Souichi,Lorin,407472,1996-10-16,42034,1953-01-18
Engineer,Aloys,Frezza,407487,1998-05-20,40000,1953-09-20
Engineer,Suebskul,Schapire,407499,1985-04-28,52185,1952-09-28
Senior Engineer,Suebskul,Schapire,407499,1985-04-28,52185,1952-09-28
Senior Staff,Shigehiro,Levasseur,407504,1995-11-10,77833,1955-09-05
Staff,Shigehiro,Levasseur,407504,1995-11-10,77833,1955-09-05
Senior Staff,Shuichi,Luby,407517,1989-11-06,40000,1954-03-01
Staff,Shuichi,Luby,407517,1989-11-06,40000,1954-03-01
Senior Staff,Shirish,McAlpine,407518,1987-09-17,40000,1952-08-28
Staff,Shirish,McAlpine,407518,1987-09-17,40000,1952-08-28
Engineer,Kazuhira,Vickson,407519,1987-02-03,40000,1954-02-18
Senior Staff,Seshu,Perin,407528,1988-02-11,47889,1955-09-25
Staff,Seshu,Perin,407528,1988-02-11,47889,1955-09-25
Engineer,Fumiya,Walston,407537,1988-01-19,69408,1952-02-04
Senior Engineer,Fumiya,Walston,407537,1988-01-19,69408,1952-02-04
Engineer,Elliott,Danlos,407545,1992-05-23,45687,1954-06-12
Senior Engineer,Elliott,Danlos,407545,1992-05-23,45687,1954-06-12
Technique Leader,Apostol,Fortenbacher,407551,1987-05-03,40000,1953-02-12
Engineer,Berthier,Hmelo,407553,1985-10-31,40000,1952-06-13
Senior Engineer,Berthier,Hmelo,407553,1985-10-31,40000,1952-06-13
Engineer,Ayakannu,Hammerschmidt,407558,1987-05-11,46971,1952-02-10
Senior Engineer,Ayakannu,Hammerschmidt,407558,1987-05-11,46971,1952-02-10
Senior Staff,Hironoby,Adachi,407559,1986-12-21,40000,1952-04-05
Staff,Hironoby,Adachi,407559,1986-12-21,40000,1952-04-05
Senior Staff,Bodh,Budinsky,407562,1985-10-20,83691,1954-09-18
Staff,Bodh,Budinsky,407562,1985-10-20,83691,1954-09-18
Senior Staff,Shuky,Backhouse,407565,1985-11-21,67662,1952-12-24
Staff,Shuky,Backhouse,407565,1985-11-21,67662,1952-12-24
Staff,Gully,Tramer,407567,1988-02-27,67153,1954-03-25
Senior Staff,Chenye,Reinhard,407583,1998-02-25,44396,1953-06-30
Senior Staff,Carrsten,Cannard,407594,1994-04-06,93437,1952-08-17
Staff,Carrsten,Cannard,407594,1994-04-06,93437,1952-08-17
Staff,Hideo,Lowrie,407595,1999-07-29,65603,1955-10-10
Staff,Vitali,Rosenbaum,407613,1997-01-04,62482,1955-01-02
Senior Staff,Fumino,Dulay,407636,1990-07-15,81861,1952-12-21
Staff,Fumino,Dulay,407636,1990-07-15,81861,1952-12-21
Engineer,Uta,DuCasse,407640,1986-03-25,40000,1952-02-19
Senior Engineer,Uta,DuCasse,407640,1986-03-25,40000,1952-02-19
Senior Engineer,Jiakeng,Oberman,407642,1987-08-29,41470,1954-09-15
Engineer,Constantine,Rattan,407644,1985-10-13,40000,1955-05-08
Senior Staff,Neelam,Reinhard,407648,1987-01-06,45310,1954-06-17
Staff,Neelam,Reinhard,407648,1987-01-06,45310,1954-06-17
Senior Staff,Uriel,Waeselynck,407649,1988-03-29,82839,1955-04-08
Staff,Uriel,Waeselynck,407649,1988-03-29,82839,1955-04-08
Senior Staff,Hitomi,Baezner,407653,1990-09-23,86908,1952-06-25
Staff,Hitomi,Baezner,407653,1990-09-23,86908,1952-06-25
Staff,Shaowei,Ghemri,407654,1999-07-14,62026,1954-07-01
Technique Leader,Achilleas,Lanteri,407671,1990-07-20,57267,1954-04-07
Engineer,Barun,Hiroyama,407697,1998-03-25,40105,1953-03-05
Assistant Engineer,Przemyslawa,Rando,407703,1986-09-20,40000,1955-12-26
Engineer,Przemyslawa,Rando,407703,1986-09-20,40000,1955-12-26
Senior Engineer,Przemyslawa,Rando,407703,1986-09-20,40000,1955-12-26
Senior Staff,Yuqun,Luiz,407710,1992-04-02,40000,1952-11-29
Senior Staff,Bogdan,Kambil,407724,1998-03-22,40000,1953-01-17
Senior Engineer,Chenxi,Skogmar,407725,1985-08-07,40000,1954-08-27
Senior Staff,Marlo,Vilarrasa,407730,1988-09-10,60331,1952-03-30
Staff,Marlo,Vilarrasa,407730,1988-09-10,60331,1952-03-30
Senior Staff,Yefim,Marsiglia,407732,1988-01-31,89670,1952-11-09
Staff,Yefim,Marsiglia,407732,1988-01-31,89670,1952-11-09
Engineer,Susumu,Valtorta,407733,1986-05-06,40000,1952-06-23
Senior Engineer,Susumu,Valtorta,407733,1986-05-06,40000,1952-06-23
Engineer,Mingzeng,Mundy,407737,1990-01-20,61330,1955-12-18
Senior Engineer,Mingzeng,Mundy,407737,1990-01-20,61330,1955-12-18
Assistant Engineer,Kensei,Strooper,407745,1985-07-21,45743,1952-06-21
Engineer,Kensei,Strooper,407745,1985-07-21,45743,1952-06-21
Senior Engineer,Kensei,Strooper,407745,1985-07-21,45743,1952-06-21
Engineer,Limsoon,Jahnichen,407749,1985-12-23,63232,1954-10-04
Senior Engineer,Limsoon,Jahnichen,407749,1985-12-23,63232,1954-10-04
Senior Staff,Yoshinari,Schmittgen,407766,1988-10-24,67315,1954-12-07
Staff,Yoshinari,Schmittgen,407766,1988-10-24,67315,1954-12-07
Senior Staff,Chinya,Lortz,407768,1992-03-28,40000,1955-09-05
Engineer,Jackson,Szilard,407770,1995-05-18,51079,1954-03-24
Engineer,Khedija,Waeselynck,407775,1997-07-24,40000,1954-08-30
Engineer,Yechiam,Roohalamini,407786,1988-08-04,42944,1955-10-07
Engineer,Hausi,Xiaoshan,407799,1986-03-11,40000,1953-08-17
Senior Engineer,Hausi,Xiaoshan,407799,1986-03-11,40000,1953-08-17
Engineer,Sadun,Zedlitz,407802,1991-04-20,40000,1955-10-26
Senior Engineer,Sadun,Zedlitz,407802,1991-04-20,40000,1955-10-26
Senior Staff,Khatoun,Chaudhury,407803,1993-08-22,53474,1952-09-15
Staff,Khatoun,Chaudhury,407803,1993-08-22,53474,1952-09-15
Engineer,Udi,Sanella,407807,1985-09-23,41164,1954-10-02
Senior Engineer,Udi,Sanella,407807,1985-09-23,41164,1954-10-02
Senior Engineer,JoAnne,Suri,407809,1985-07-04,44082,1955-11-22
Senior Staff,Guozhong,Nastansky,407810,1986-05-26,73865,1955-11-22
Staff,Guozhong,Nastansky,407810,1986-05-26,73865,1955-11-22
Senior Staff,Fai,Zobel,407817,1985-12-25,68708,1955-07-04
Senior Staff,Mabo,Famili,407821,1986-08-17,67311,1953-06-05
Senior Staff,Shietung,Kornatzky,407823,1995-06-03,57186,1955-04-01
Staff,Shietung,Kornatzky,407823,1995-06-03,57186,1955-04-01
Engineer,Sreekrishna,Kalsbeek,407824,1994-06-08,64167,1954-11-04
Senior Engineer,Sreekrishna,Kalsbeek,407824,1994-06-08,64167,1954-11-04
Senior Staff,Kannan,Steinauer,407827,1995-08-17,90068,1955-05-05
Staff,Kannan,Steinauer,407827,1995-08-17,90068,1955-05-05
Staff,Xinglin,Sundgren,407828,1987-08-14,55684,1954-11-19
Engineer,Laurentiu,Muniz,407846,1985-10-04,40000,1952-09-09
Senior Engineer,Laurentiu,Muniz,407846,1985-10-04,40000,1952-09-09
Assistant Engineer,Yannis,Hartvigsen,407860,1986-11-07,62026,1955-04-23
Engineer,Yannis,Hartvigsen,407860,1986-11-07,62026,1955-04-23
Senior Staff,Bodh,Birta,407861,1988-12-01,64264,1953-08-24
Engineer,Sanjay,Pappas,407867,1988-08-05,40000,1952-05-26
Senior Engineer,Sanjay,Pappas,407867,1988-08-05,40000,1952-05-26
Technique Leader,Jingling,Spell,407879,1987-09-10,53429,1955-04-01
Engineer,Duke,Kilgore,407882,1997-02-24,40000,1953-02-24
Senior Staff,Shmuel,Riexinger,407886,1991-11-27,73438,1954-08-07
Staff,Shmuel,Riexinger,407886,1991-11-27,73438,1954-08-07
Engineer,Shai,Staudhammer,407896,1991-01-09,45692,1955-05-25
Senior Engineer,Shai,Staudhammer,407896,1991-01-09,45692,1955-05-25
Staff,Fatemeh,Androutsos,407906,1997-02-24,47196,1953-09-17
Senior Staff,Jayson,Swift,407914,1985-04-02,62520,1952-04-30
Staff,Jayson,Swift,407914,1985-04-02,62520,1952-04-30
Senior Staff,Mototsugu,Scharstein,407915,1987-07-21,40000,1954-01-11
Staff,Mototsugu,Scharstein,407915,1987-07-21,40000,1954-01-11
Engineer,Val,Schlumberger,407919,1988-08-12,40000,1955-06-14
Senior Engineer,Val,Schlumberger,407919,1988-08-12,40000,1955-06-14
Senior Engineer,Alair,Kirkerud,407930,1993-12-14,72870,1952-08-15
Senior Staff,Youngkon,Olano,407951,1995-07-10,95651,1953-09-15
Senior Staff,Yonghong,Kawashima,407956,1996-06-10,91362,1955-09-22
Staff,Yonghong,Kawashima,407956,1996-06-10,91362,1955-09-22
Technique Leader,Zdislav,Pelz,407964,1993-05-05,49913,1952-02-13
Engineer,Tamiya,Simkin,407967,1986-01-01,54842,1954-09-26
Senior Engineer,Tamiya,Simkin,407967,1986-01-01,54842,1954-09-26
Assistant Engineer,Sangeeta,Barbanera,407970,1986-04-18,40000,1954-03-18
Engineer,Sangeeta,Barbanera,407970,1986-04-18,40000,1954-03-18
Senior Engineer,Sangeeta,Barbanera,407970,1986-04-18,40000,1954-03-18
Engineer,Sachar,Huxford,407972,1985-04-06,54389,1955-03-04
Senior Engineer,Sachar,Huxford,407972,1985-04-06,54389,1955-03-04
Staff,Gopalakrishnan,Munos,407980,1986-01-16,58620,1952-09-10
Engineer,Khun,Plotkin,407983,1987-01-08,60506,1953-01-21
Senior Engineer,Khun,Plotkin,407983,1987-01-08,60506,1953-01-21
Engineer,Chrisa,Gien,407984,1985-09-22,40000,1955-11-04
Senior Engineer,Chrisa,Gien,407984,1985-09-22,40000,1955-11-04
Engineer,Khoa,Rindone,407987,1986-11-20,59816,1954-07-12
Senior Engineer,Khoa,Rindone,407987,1986-11-20,59816,1954-07-12
Senior Staff,Marco,Redmiles,407991,1989-01-16,71065,1955-02-11
Staff,Marco,Redmiles,407991,1989-01-16,71065,1955-02-11
Senior Staff,Kazuhiko,Pappas,407999,1988-09-26,40000,1954-08-16
Assistant Engineer,Hinrich,Gniady,408006,1998-01-16,44289,1955-03-29
Engineer,Tuval,Janetzko,408014,1998-02-21,40000,1953-10-20
Assistant Engineer,Jovan,Henders,408023,1996-12-17,47025,1953-09-30
Engineer,Brendon,Brendel,408034,1987-02-27,49589,1954-02-26
Senior Engineer,Brendon,Brendel,408034,1987-02-27,49589,1954-02-26
Senior Staff,Heejo,Veeraraghavan,408050,1986-12-29,58379,1955-12-24
Senior Staff,Basant,Murthy,408058,1987-05-27,62183,1953-02-08
Staff,Basant,Murthy,408058,1987-05-27,62183,1953-02-08
Senior Staff,Kerryn,Kinley,408064,1986-04-13,61395,1955-03-08
Staff,Kerryn,Kinley,408064,1986-04-13,61395,1955-03-08
Engineer,Cheong,Veevers,408085,1986-10-07,77086,1954-03-19
Senior Engineer,Cheong,Veevers,408085,1986-10-07,77086,1954-03-19
Engineer,Tonia,Velardi,408086,1986-10-21,40000,1954-10-24
Senior Engineer,Tonia,Velardi,408086,1986-10-21,40000,1954-10-24
Technique Leader,Arno,Takanami,408101,1986-03-22,62647,1954-08-30
Engineer,Lidong,Gips,408113,1985-03-09,46720,1954-03-25
Senior Engineer,Lidong,Gips,408113,1985-03-09,46720,1954-03-25
Engineer,Dannz,Lipner,408124,1985-02-10,40000,1955-02-21
Senior Engineer,Dannz,Lipner,408124,1985-02-10,40000,1955-02-21
Senior Staff,Laurentiu,Famili,408125,1997-07-05,60041,1955-11-14
Senior Staff,Berna,Puppe,408128,1985-04-02,57013,1953-04-04
Staff,Berna,Puppe,408128,1985-04-02,57013,1953-04-04
Staff,Arne,Schach,408131,1995-06-17,40722,1955-01-23
Senior Engineer,Sakthirel,Rousseau,408137,1988-10-23,62958,1952-10-19
Engineer,Stamatina,Kushnir,408150,1986-11-12,61219,1953-12-19
Senior Engineer,Stamatina,Kushnir,408150,1986-11-12,61219,1953-12-19
Engineer,Sanjai,Massonet,408151,1996-11-04,66977,1952-04-22
Staff,Luisa,Milicia,408159,1999-03-15,61300,1955-11-05
Senior Staff,Greger,Demizu,408167,1988-08-18,76544,1952-12-03
Staff,Greger,Demizu,408167,1988-08-18,76544,1952-12-03
Engineer,Rosli,Staudhammer,408172,1999-01-23,40000,1953-02-10
Senior Staff,Heping,Perri,408176,1986-08-16,43431,1955-09-17
Staff,Heping,Perri,408176,1986-08-16,43431,1955-09-17
Senior Staff,Zhigen,Emden,408181,1988-12-13,99451,1955-02-15
Staff,Zhigen,Emden,408181,1988-12-13,99451,1955-02-15
Senior Staff,Ziya,Liesche,408183,1988-07-31,40000,1952-02-23
Staff,Ziya,Liesche,408183,1988-07-31,40000,1952-02-23
Engineer,Tze,Gecseg,408191,1987-05-02,40000,1953-11-05
Engineer,Patricio,Kawashima,408194,1986-12-13,40000,1953-11-23
Senior Engineer,Patricio,Kawashima,408194,1986-12-13,40000,1953-11-23
Senior Staff,Dietrich,Zultner,408197,1993-12-21,62032,1952-03-16
Staff,Dietrich,Zultner,408197,1993-12-21,62032,1952-03-16
Senior Staff,Pranay,Garrabrants,408204,1987-06-29,40000,1955-02-12
Staff,Pranay,Garrabrants,408204,1987-06-29,40000,1955-02-12
Senior Staff,Hongzhu,Goldhammer,408205,1985-08-30,78935,1953-09-01
Senior Staff,Xuejia,Senzako,408208,1987-08-03,84078,1952-11-28
Staff,Xuejia,Senzako,408208,1987-08-03,84078,1952-11-28
Engineer,Tomofumi,Potthoff,408212,1999-05-09,40000,1955-12-17
Senior Staff,Eberhardt,Tchuente,408214,1995-02-28,40000,1954-06-29
Engineer,Aruna,Matzat,408215,1997-05-21,40000,1955-11-09
Senior Staff,Shridhar,Acton,408216,1988-04-13,45810,1955-06-29
Staff,Shridhar,Acton,408216,1988-04-13,45810,1955-06-29
Engineer,Eben,Schneeberger,408217,1986-11-24,40000,1955-05-19
Senior Engineer,Eben,Schneeberger,408217,1986-11-24,40000,1955-05-19
Engineer,Valeska,Rosen,408228,1989-11-09,71173,1954-12-27
Senior Engineer,Valeska,Rosen,408228,1989-11-09,71173,1954-12-27
Technique Leader,Moti,Preusig,408241,1992-06-09,43181,1953-06-22
Senior Staff,Tamiya,Stenning,408247,1985-12-16,65942,1952-05-19
Staff,Tamiya,Stenning,408247,1985-12-16,65942,1952-05-19
Technique Leader,Christ,Erdmenger,408251,1989-05-23,40000,1953-11-16
Engineer,Moriyoshi,Rusterholz,408257,1999-11-25,40000,1952-06-11
Engineer,Uri,Lieblein,408267,1988-05-10,59148,1953-11-25
Senior Engineer,Uri,Lieblein,408267,1988-05-10,59148,1953-11-25
Senior Staff,Jessie,Hebert,408269,1992-09-08,61785,1955-02-22
Staff,Jessie,Hebert,408269,1992-09-08,61785,1955-02-22
Senior Staff,Stabislas,Lanzelotte,408272,1991-03-27,53718,1953-03-31
Senior Staff,Bokyung,Baez,408277,1988-11-12,84426,1954-09-27
Staff,Bokyung,Baez,408277,1988-11-12,84426,1954-09-27
Staff,Constantino,Simkin,408278,1991-03-30,57870,1952-04-26
Staff,Baruch,Lamba,408282,1999-07-31,40609,1955-09-19
Senior Staff,Khalil,Baek,408294,1986-06-13,49703,1955-09-01
Staff,Khalil,Baek,408294,1986-06-13,49703,1955-09-01
Engineer,Pasqua,Preusig,408296,1987-09-22,40000,1952-11-17
Senior Engineer,Pasqua,Preusig,408296,1987-09-22,40000,1952-11-17
Technique Leader,Hatsukazu,Litecky,408299,1992-10-06,53307,1955-04-04
Senior Staff,Venkatesan,Collavizza,408314,1987-08-08,77917,1953-04-12
Engineer,Roselyn,Unno,408317,1986-06-28,45559,1954-02-17
Senior Engineer,Roselyn,Unno,408317,1986-06-28,45559,1954-02-17
Senior Staff,Shigehito,Argence,408324,1987-11-12,65242,1952-02-12
Staff,Shigehito,Argence,408324,1987-11-12,65242,1952-02-12
Senior Staff,Karlis,Melton,408328,1985-07-23,75899,1955-01-29
Staff,Karlis,Melton,408328,1985-07-23,75899,1955-01-29
Senior Staff,Yolla,Seiwald,408339,1993-05-19,53056,1953-08-20
Senior Staff,Masamitsu,Emmart,408347,1985-02-28,76518,1955-03-23
Senior Staff,Syozo,Zeilberger,408348,1988-04-10,40000,1952-11-04
Senior Staff,Bowen,Pappas,408354,1987-04-02,77332,1952-11-20
Staff,Bowen,Pappas,408354,1987-04-02,77332,1952-11-20
Senior Staff,Tsutomu,Gente,408363,1986-11-05,84351,1955-05-09
Senior Staff,Felicidad,Nishimukai,408371,1986-11-13,63980,1952-07-12
Staff,Felicidad,Nishimukai,408371,1986-11-13,63980,1952-07-12
Senior Engineer,Berna,Coors,408374,1994-01-31,40000,1954-11-23
Senior Staff,Cullen,Shanbhogue,408395,1985-04-07,73689,1955-11-20
Staff,Cullen,Shanbhogue,408395,1985-04-07,73689,1955-11-20
Engineer,Pranay,Ranon,408397,1985-08-21,69062,1953-05-07
Senior Engineer,Pranay,Ranon,408397,1985-08-21,69062,1953-05-07
Engineer,Mayuri,Whittlesey,408422,1998-10-25,40000,1954-09-15
Engineer,Marke,Vieri,408425,1988-02-19,40000,1954-05-10
Senior Engineer,Marke,Vieri,408425,1988-02-19,40000,1954-05-10
Engineer,Weicheng,Heinisuo,408429,1987-02-25,40000,1953-11-15
Senior Engineer,Weicheng,Heinisuo,408429,1987-02-25,40000,1953-11-15
Engineer,Xuejun,Snedden,408434,1999-12-24,40000,1953-04-23
Staff,Chaosheng,Conte,408441,1987-03-17,44018,1953-02-18
Engineer,Toshimori,Valette,408452,1994-04-17,40000,1953-06-17
Engineer,Leandro,Dalphin,408464,1994-12-04,40000,1954-07-11
Staff,Uma,Demian,408468,1987-08-23,40000,1955-06-01
Senior Engineer,Brendon,Schueller,408470,1987-02-11,42615,1955-12-02
Senior Staff,Rosli,Krohn,408474,1996-09-01,61235,1952-03-12
Engineer,Navin,Lovengreen,408477,1987-08-13,53796,1952-09-22
Senior Engineer,Navin,Lovengreen,408477,1987-08-13,53796,1952-09-22
Senior Staff,Navin,Edelhoff,408488,1985-04-27,41913,1955-12-04
Staff,Navin,Edelhoff,408488,1985-04-27,41913,1955-12-04
Engineer,Ottavia,Carrere,408498,1986-11-09,65005,1955-08-14
Senior Engineer,Ottavia,Carrere,408498,1986-11-09,65005,1955-08-14
Senior Staff,Shen,Plump,408517,1985-03-23,65890,1955-10-25
Staff,Shen,Plump,408517,1985-03-23,65890,1955-10-25
Engineer,Shan,Barreiro,408523,1986-08-04,59475,1952-03-26
Senior Engineer,Shan,Barreiro,408523,1986-08-04,59475,1952-03-26
Senior Engineer,Arnould,Molenaar,408529,1987-03-12,40000,1953-09-22
Senior Staff,Kotesh,Saoudi,408536,1987-09-08,101930,1952-12-21
Staff,Kotesh,Saoudi,408536,1987-09-08,101930,1952-12-21
Senior Staff,Abdulah,Schiper,408551,1991-03-19,98178,1953-01-10
Staff,Abdulah,Schiper,408551,1991-03-19,98178,1953-01-10
Engineer,Holgard,Trumbly,408552,1996-03-11,40000,1954-12-09
Senior Engineer,Kankanahalli,Farrar,408556,1988-08-10,40000,1953-09-14
Engineer,Anwar,Reinhart,408557,1987-05-12,40000,1954-12-14
Senior Engineer,Anwar,Reinhart,408557,1987-05-12,40000,1954-12-14
Engineer,Ayakannu,Kakkad,408563,1999-10-22,40000,1954-08-18
Senior Staff,Suebskul,Sinitsyn,408571,1991-10-01,40000,1953-04-30
Senior Staff,Ibibia,Schwabacher,408577,1985-09-11,61930,1953-01-02
Staff,Ibibia,Schwabacher,408577,1985-09-11,61930,1953-01-02
Engineer,Chikako,Pietrzykowski,408589,1990-09-17,50843,1955-06-03
Senior Engineer,Chikako,Pietrzykowski,408589,1990-09-17,50843,1955-06-03
Engineer,Lorien,Pouyioutas,408591,1987-10-05,45804,1953-01-21
Senior Engineer,Lorien,Pouyioutas,408591,1987-10-05,45804,1953-01-21
Engineer,Neelam,Itzigehl,408592,1999-03-16,51858,1955-03-03
Engineer,Pranas,Huhdanpaa,408594,1987-10-23,60185,1953-03-26
Senior Staff,Hyuncheol,Skafidas,408608,1985-11-18,62590,1955-03-29
Engineer,Mart,Angelov,408613,1996-02-26,41770,1955-05-29
Senior Engineer,Mart,Angelov,408613,1996-02-26,41770,1955-05-29
Senior Staff,Masaru,Jiang,408621,1987-02-17,98143,1952-06-26
Staff,Masaru,Jiang,408621,1987-02-17,98143,1952-06-26
Engineer,Jianhua,Swan,408626,1986-05-09,40000,1953-04-06
Senior Engineer,Jianhua,Swan,408626,1986-05-09,40000,1953-04-06
Senior Staff,Conor,Jayawardene,408629,1999-04-21,48916,1954-10-18
Senior Staff,Toshimori,Dratva,408633,1987-06-25,40000,1953-07-02
Staff,Toshimori,Dratva,408633,1987-06-25,40000,1953-07-02
Senior Engineer,Yahiko,Begiun,408642,1987-01-14,56892,1952-05-12
Senior Staff,Jaideep,Otillio,408644,1995-12-28,65966,1954-11-02
Engineer,Suvo,Argence,408657,1987-02-14,46445,1954-11-02
Senior Engineer,Suvo,Argence,408657,1987-02-14,46445,1954-11-02
Engineer,Rildo,Erva,408662,1988-05-12,56111,1955-01-11
Senior Engineer,Rildo,Erva,408662,1988-05-12,56111,1955-01-11
Staff,Eran,Domenig,408672,1987-06-22,58877,1954-01-09
Technique Leader,Vidya,Terekhov,408690,1986-05-29,40000,1952-06-06
Senior Staff,Rayond,Zirintsis,408692,1990-01-31,69127,1955-08-27
Staff,Rayond,Zirintsis,408692,1990-01-31,69127,1955-08-27
Senior Staff,Zissis,Randi,408704,1988-05-07,40000,1953-02-13
Staff,Paddy,Perko,408712,1997-11-13,48857,1955-04-08
